,ECLO
19337,0.02739726
19338,0.02739726
19339,0.02739726
19340,0.02739726
19341,0.06849315
19342,0.02739726
19343,0.05479452
19344,0.02739726
19345,0.02739726
19346,0.02739726
19347,0.05479452
19348,0.06849315
19349,0.10958904
19350,0.06849315
19351,0.06849315
19352,0.0
19353,0.10958904
19354,0.05479452
19355,0.02739726
19356,0.02739726
19357,0.06849315
19358,0.02739726
19359,0.10958904
19360,0.09589041
19361,0.02739726
19362,0.04109589
19363,0.04109589
19364,0.19178082
19365,0.04109589
19366,0.05479452
19367,0.12328767
19368,0.06849315
19369,0.06849315
19370,0.02739726
19371,0.02739726
19372,0.02739726
19373,0.24657534
19374,0.21917808
19375,0.05479452
19376,0.02739726
19377,0.10958904
19378,0.02739726
19379,0.02739726
19380,0.05479452
19381,0.0
19382,0.02739726
19383,0.0
19384,0.02739726
19385,0.02739726
19386,0.06849315
19387,0.05479452
19388,0.02739726
19389,0.02739726
19390,0.02739726
19391,0.0
19392,0.02739726
19393,0.02739726
19394,0.05479452
19395,0.0
19396,0.06849315
19397,0.02739726
19398,0.02739726
19399,0.0
19400,0.02739726
19401,0.02739726
19402,0.02739726
19403,0.02739726
19404,0.05479452
19405,0.06849315
19406,0.06849315
19407,0.02739726
19408,0.10958904
19409,0.16438356
19410,0.02739726
19411,0.02739726
19412,0.05479452
19413,0.02739726
19414,0.04109589
19415,0.0
19416,0.09589041
19417,0.02739726
19418,0.0
19419,0.04109589
19420,0.02739726
19421,0.02739726
19422,0.02739726
19423,0.05479452
19424,0.05479452
19425,0.0
19426,0.02739726
19427,0.02739726
19428,0.0
19429,0.02739726
19430,0.02739726
19431,0.0
19432,0.10958904
19433,0.02739726
19434,0.02739726
19435,0.06849315
19436,0.06849315
19437,0.0
19438,0.05479452
19439,0.15068494
19440,0.02739726
19441,0.12328767
19442,0.02739726
19443,0.02739726
19444,0.05479452
19445,0.02739726
19446,0.02739726
19447,0.10958904
19448,0.02739726
19449,0.0
19450,0.06849315
19451,0.02739726
19452,0.02739726
19453,0.02739726
19454,0.06849315
19455,0.02739726
19456,0.04109589
19457,0.02739726
19458,0.02739726
19459,0.10958904
19460,0.02739726
19461,0.02739726
19462,0.02739726
19463,0.05479452
19464,0.02739726
19465,0.05479452
19466,0.06849315
19467,0.10958904
19468,0.02739726
19469,0.05479452
19470,0.02739726
19471,0.02739726
19472,0.02739726
19473,0.06849315
19474,0.02739726
19475,0.06849315
19476,0.10958904
19477,0.02739726
19478,0.05479452
19479,0.02739726
19480,0.02739726
19481,0.02739726
19482,0.0
19483,0.05479452
19484,0.05479452
19485,0.06849315
19486,0.06849315
19487,0.02739726
19488,0.0
19489,0.02739726
19490,0.02739726
19491,0.0
19492,0.05479452
19493,0.02739726
19494,0.05479452
19495,0.06849315
19496,0.02739726
19497,0.02739726
19498,0.10958904
19499,0.02739726
19500,0.02739726
19501,0.15068494
19502,0.06849315
19503,0.02739726
19504,0.12328767
19505,0.0
19506,0.0
19507,0.0
19508,0.02739726
19509,0.02739726
19510,0.02739726
19511,0.05479452
19512,0.02739726
19513,0.05479452
19514,0.02739726
19515,0.02739726
19516,0.02739726
19517,0.02739726
19518,0.02739726
19519,0.02739726
19520,0.02739726
19521,0.02739726
19522,0.02739726
19523,0.02739726
19524,0.0
19525,0.05479452
19526,0.06849315
19527,0.0
19528,0.06849315
19529,0.05479452
19530,0.0
19531,0.02739726
19532,0.02739726
19533,0.05479452
19534,0.05479452
19535,0.02739726
19536,0.06849315
19537,0.02739726
19538,0.02739726
19539,0.02739726
19540,0.05479452
19541,0.10958904
19542,0.02739726
19543,0.05479452
19544,0.02739726
19545,0.06849315
19546,0.05479452
19547,0.02739726
19548,0.02739726
19549,0.02739726
19550,0.02739726
19551,0.06849315
19552,0.02739726
19553,0.04109589
19554,0.0
19555,0.02739726
19556,0.04109589
19557,0.0
19558,0.02739726
19559,0.05479452
19560,0.05479452
19561,0.06849315
19562,0.05479452
19563,0.02739726
19564,0.05479452
19565,0.06849315
19566,0.06849315
19567,0.02739726
19568,0.02739726
19569,0.02739726
19570,0.02739726
19571,0.0
19572,0.02739726
19573,0.02739726
19574,0.02739726
19575,0.02739726
19576,0.1369863
19577,0.02739726
19578,0.0
19579,0.02739726
19580,0.02739726
19581,0.06849315
19582,0.16438356
19583,0.06849315
19584,0.05479452
19585,0.02739726
19586,0.05479452
19587,0.10958904
19588,0.02739726
19589,0.06849315
19590,0.05479452
19591,0.06849315
19592,0.02739726
19593,0.06849315
19594,0.02739726
19595,0.05479452
19596,0.02739726
19597,0.02739726
19598,0.02739726
19599,0.0
19600,0.02739726
19601,0.04109589
19602,0.02739726
19603,0.19178082
19604,0.06849315
19605,0.05479452
19606,0.02739726
19607,0.06849315
19608,0.02739726
19609,0.15068494
19610,0.06849315
19611,0.06849315
19612,0.02739726
19613,0.10958904
19614,0.05479452
19615,0.0
19616,0.05479452
19617,0.05479452
19618,0.05479452
19619,0.02739726
19620,0.15068494
19621,0.0
19622,0.02739726
19623,0.09589041
19624,0.05479452
19625,0.09589041
19626,0.02739726
19627,0.02739726
19628,0.1369863
19629,0.05479452
19630,0.02739726
19631,0.1369863
19632,0.02739726
19633,0.09589041
19634,0.02739726
19635,0.06849315
19636,0.02739726
19637,0.02739726
19638,0.02739726
19639,0.12328767
19640,0.0
19641,0.15068494
19642,0.05479452
19643,0.02739726
19644,0.02739726
19645,0.04109589
19646,0.0
19647,0.09589041
19648,0.0
19649,0.02739726
19650,0.02739726
19651,0.02739726
19652,0.06849315
19653,0.06849315
19654,0.05479452
19655,0.05479452
19656,0.04109589
19657,0.02739726
19658,0.04109589
19659,0.05479452
19660,0.06849315
19661,0.05479452
19662,0.02739726
19663,0.05479452
19664,0.09589041
19665,0.02739726
19666,0.05479452
19667,0.09589041
19668,0.0
19669,0.02739726
19670,0.06849315
19671,0.10958904
19672,0.02739726
19673,0.06849315
19674,0.02739726
19675,0.02739726
19676,0.02739726
19677,0.09589041
19678,0.06849315
19679,0.02739726
19680,0.09589041
19681,0.10958904
19682,0.09589041
19683,0.12328767
19684,0.30136988
19685,0.0
19686,0.04109589
19687,0.02739726
19688,0.05479452
19689,0.02739726
19690,0.06849315
19691,0.0
19692,0.02739726
19693,0.02739726
19694,0.05479452
19695,0.02739726
19696,0.05479452
19697,0.02739726
19698,0.15068494
19699,0.02739726
19700,0.02739726
19701,0.06849315
19702,0.02739726
19703,0.06849315
19704,0.02739726
19705,0.09589041
19706,0.06849315
19707,0.02739726
19708,0.0
19709,0.02739726
19710,0.02739726
19711,0.01369863
19712,0.02739726
19713,0.06849315
19714,0.0
19715,0.02739726
19716,0.0
19717,0.06849315
19718,0.02739726
19719,0.02739726
19720,0.02739726
19721,0.04109589
19722,0.02739726
19723,0.05479452
19724,0.06849315
19725,0.02739726
19726,0.02739726
19727,0.02739726
19728,0.06849315
19729,0.05479452
19730,0.04109589
19731,0.06849315
19732,0.02739726
19733,0.02739726
19734,0.02739726
19735,0.02739726
19736,0.06849315
19737,0.06849315
19738,0.02739726
19739,0.10958904
19740,0.02739726
19741,0.02739726
19742,0.0
19743,0.06849315
19744,0.02739726
19745,0.02739726
19746,0.06849315
19747,0.0
19748,0.19178082
19749,0.02739726
19750,0.05479452
19751,0.02739726
19752,0.02739726
19753,0.10958904
19754,0.02739726
19755,0.02739726
19756,0.02739726
19757,0.02739726
19758,0.02739726
19759,0.06849315
19760,0.02739726
19761,0.06849315
19762,0.09589041
19763,0.02739726
19764,0.02739726
19765,0.06849315
19766,0.02739726
19767,0.06849315
19768,0.05479452
19769,0.02739726
19770,0.05479452
19771,0.02739726
19772,0.04109589
19773,0.05479452
19774,0.02739726
19775,0.02739726
19776,0.02739726
19777,0.02739726
19778,0.1369863
19779,0.06849315
19780,0.02739726
19781,0.02739726
19782,0.02739726
19783,0.02739726
19784,0.02739726
19785,0.02739726
19786,0.0
19787,0.05479452
19788,0.02739726
19789,0.15068494
19790,0.02739726
19791,0.02739726
19792,0.05479452
19793,0.08219178
19794,0.02739726
19795,0.0
19796,0.02739726
19797,0.02739726
19798,0.02739726
19799,0.02739726
19800,0.08219178
19801,0.05479452
19802,0.05479452
19803,0.12328767
19804,0.02739726
19805,0.06849315
19806,0.19178082
19807,0.02739726
19808,0.06849315
19809,0.0
19810,0.02739726
19811,0.15068494
19812,0.06849315
19813,0.09589041
19814,0.05479452
19815,0.10958904
19816,0.10958904
19817,0.15068494
19818,0.23287672
19819,0.09589041
19820,0.02739726
19821,0.05479452
19822,0.05479452
19823,0.02739726
19824,0.09589041
19825,0.05479452
19826,0.06849315
19827,0.02739726
19828,0.02739726
19829,0.05479452
19830,0.09589041
19831,0.0
19832,0.10958904
19833,0.02739726
19834,0.1369863
19835,0.05479452
19836,0.02739726
19837,0.02739726
19838,0.06849315
19839,0.08219178
19840,0.06849315
19841,0.06849315
19842,0.02739726
19843,0.02739726
19844,0.02739726
19845,0.05479452
19846,0.02739726
19847,0.02739726
19848,0.15068494
19849,0.02739726
19850,0.02739726
19851,0.02739726
19852,0.06849315
19853,0.0
19854,0.12328767
19855,0.05479452
19856,0.05479452
19857,0.05479452
19858,0.0
19859,0.16438356
19860,0.02739726
19861,0.02739726
19862,0.06849315
19863,0.05479452
19864,0.02739726
19865,0.02739726
19866,0.05479452
19867,0.16438356
19868,0.05479452
19869,0.02739726
19870,0.06849315
19871,0.02739726
19872,0.05479452
19873,0.05479452
19874,0.05479452
19875,0.06849315
19876,0.02739726
19877,0.05479452
19878,0.06849315
19879,0.02739726
19880,0.02739726
19881,0.06849315
19882,0.05479452
19883,0.02739726
19884,0.02739726
19885,0.06849315
19886,0.09589041
19887,0.02739726
19888,0.02739726
19889,0.02739726
19890,0.05479452
19891,0.04109589
19892,0.02739726
19893,0.02739726
19894,0.02739726
19895,0.02739726
19896,0.02739726
19897,0.02739726
19898,0.06849315
19899,0.0
19900,0.06849315
19901,0.02739726
19902,0.02739726
19903,0.02739726
19904,0.06849315
19905,0.02739726
19906,0.02739726
19907,0.09589041
19908,0.05479452
19909,0.05479452
19910,0.02739726
19911,0.02739726
19912,0.06849315
19913,0.02739726
19914,0.12328767
19915,0.10958904
19916,0.02739726
19917,0.06849315
19918,0.02739726
19919,0.02739726
19920,0.0
19921,0.26027396
19922,0.06849315
19923,0.02739726
19924,0.02739726
19925,0.15068494
19926,0.12328767
19927,0.05479452
19928,0.02739726
19929,0.02739726
19930,0.06849315
19931,0.15068494
19932,0.02739726
19933,0.10958904
19934,0.10958904
19935,0.06849315
19936,0.05479452
19937,0.06849315
19938,0.02739726
19939,0.0
19940,0.02739726
19941,0.15068494
19942,0.05479452
19943,0.05479452
19944,0.02739726
19945,0.02739726
19946,0.02739726
19947,0.06849315
19948,0.02739726
19949,0.10958904
19950,0.02739726
19951,0.02739726
19952,0.06849315
19953,0.10958904
19954,0.26027396
19955,0.02739726
19956,0.02739726
19957,0.06849315
19958,0.02739726
19959,0.02739726
19960,0.02739726
19961,0.19178082
19962,0.02739726
19963,0.02739726
19964,0.05479452
19965,0.02739726
19966,0.02739726
19967,0.16438356
19968,0.02739726
19969,0.02739726
19970,0.02739726
19971,0.06849315
19972,0.06849315
19973,0.12328767
19974,0.04109589
19975,0.0
19976,0.02739726
19977,0.09589041
19978,0.02739726
19979,0.02739726
19980,0.02739726
19981,0.0
19982,0.02739726
19983,0.02739726
19984,0.16438356
19985,0.02739726
19986,0.02739726
19987,0.0
19988,0.05479452
19989,0.15068494
19990,0.02739726
19991,0.02739726
19992,0.02739726
19993,0.09589041
19994,0.0
19995,0.09589041
19996,0.05479452
19997,0.02739726
19998,0.02739726
19999,0.02739726
20000,0.02739726
20001,0.02739726
20002,0.05479452
20003,0.06849315
20004,0.02739726
20005,0.12328767
20006,0.02739726
20007,0.02739726
20008,0.02739726
20009,0.04109589
20010,0.02739726
20011,0.12328767
20012,0.02739726
20013,0.21917808
20014,0.0
20015,0.05479452
20016,0.02739726
20017,0.09589041
20018,0.06849315
20019,0.02739726
20020,0.09589041
20021,0.0
20022,0.05479452
20023,0.02739726
20024,0.02739726
20025,0.10958904
20026,0.0
20027,0.05479452
20028,0.02739726
20029,0.02739726
20030,0.05479452
20031,0.02739726
20032,0.19178082
20033,0.06849315
20034,0.02739726
20035,0.02739726
20036,0.05479452
20037,0.10958904
20038,0.06849315
20039,0.19178082
20040,0.0
20041,0.0
20042,0.06849315
20043,0.06849315
20044,0.02739726
20045,0.02739726
20046,0.09589041
20047,0.05479452
20048,0.02739726
20049,0.02739726
20050,0.0
20051,0.04109589
20052,0.0
20053,0.0
20054,0.02739726
20055,0.02739726
20056,0.05479452
20057,0.02739726
20058,0.02739726
20059,0.06849315
20060,0.05479452
20061,0.1369863
20062,0.02739726
20063,0.05479452
20064,0.06849315
20065,0.02739726
20066,0.06849315
20067,0.06849315
20068,0.02739726
20069,0.02739726
20070,0.06849315
20071,0.02739726
20072,0.02739726
20073,0.06849315
20074,0.05479452
20075,0.02739726
20076,0.06849315
20077,0.02739726
20078,0.02739726
20079,0.02739726
20080,0.0
20081,0.02739726
20082,0.0
20083,0.02739726
20084,0.05479452
20085,0.06849315
20086,0.16438356
20087,0.05479452
20088,0.10958904
20089,0.0
20090,0.06849315
20091,0.05479452
20092,0.09589041
20093,0.02739726
20094,0.10958904
20095,0.02739726
20096,0.15068494
20097,0.05479452
20098,0.05479452
20099,0.06849315
20100,0.02739726
20101,0.02739726
20102,0.05479452
20103,0.02739726
20104,0.02739726
20105,0.02739726
20106,0.05479452
20107,0.02739726
20108,0.02739726
20109,0.02739726
20110,0.02739726
20111,0.05479452
20112,0.06849315
20113,0.02739726
20114,0.15068494
20115,0.02739726
20116,0.02739726
20117,0.1369863
20118,0.02739726
20119,0.05479452
20120,0.02739726
20121,0.0
20122,0.02739726
20123,0.02739726
20124,0.0
20125,0.10958904
20126,0.02739726
20127,0.06849315
20128,0.02739726
20129,0.02739726
20130,0.02739726
20131,0.02739726
20132,0.02739726
20133,0.04109589
20134,0.02739726
20135,0.0
20136,0.0
20137,0.0
20138,0.02739726
20139,0.06849315
20140,0.02739726
20141,0.02739726
20142,0.02739726
20143,0.06849315
20144,0.05479452
20145,0.06849315
20146,0.05479452
20147,0.05479452
20148,0.05479452
20149,0.12328767
20150,0.02739726
20151,0.05479452
20152,0.0
20153,0.05479452
20154,0.02739726
20155,0.02739726
20156,0.02739726
20157,0.05479452
20158,0.05479452
20159,0.1369863
20160,0.12328767
20161,0.02739726
20162,0.02739726
20163,0.02739726
20164,0.06849315
20165,0.02739726
20166,0.05479452
20167,0.06849315
20168,0.10958904
20169,0.05479452
20170,0.02739726
20171,0.02739726
20172,0.15068494
20173,0.05479452
20174,0.02739726
20175,0.02739726
20176,0.06849315
20177,0.06849315
20178,0.02739726
20179,0.09589041
20180,0.06849315
20181,0.02739726
20182,0.02739726
20183,0.02739726
20184,0.02739726
20185,0.2739726
20186,0.02739726
20187,0.04109589
20188,0.02739726
20189,0.0
20190,0.02739726
20191,0.04109589
20192,0.02739726
20193,0.0
20194,0.02739726
20195,0.06849315
20196,0.05479452
20197,0.05479452
20198,0.05479452
20199,0.02739726
20200,0.02739726
20201,0.05479452
20202,0.02739726
20203,0.02739726
20204,0.1369863
20205,0.02739726
20206,0.16438356
20207,0.04109589
20208,0.10958904
20209,0.0
20210,0.05479452
20211,0.02739726
20212,0.02739726
20213,0.12328767
20214,0.02739726
20215,0.02739726
20216,0.06849315
20217,0.05479452
20218,0.02739726
20219,0.0
20220,0.05479452
20221,0.05479452
20222,0.06849315
20223,0.02739726
20224,0.02739726
20225,0.0
20226,0.19178082
20227,0.06849315
20228,0.10958904
20229,0.0
20230,0.02739726
20231,0.02739726
20232,0.09589041
20233,0.0
20234,0.23287672
20235,0.05479452
20236,0.1780822
20237,0.08219178
20238,0.02739726
20239,0.06849315
20240,0.05479452
20241,0.02739726
20242,0.02739726
20243,0.02739726
20244,0.06849315
20245,0.12328767
20246,0.10958904
20247,0.02739726
20248,0.02739726
20249,0.05479452
20250,0.02739726
20251,0.0
20252,0.02739726
20253,0.02739726
20254,0.05479452
20255,0.02739726
20256,0.02739726
20257,0.05479452
20258,0.02739726
20259,0.02739726
20260,0.02739726
20261,0.24657534
20262,0.0
20263,0.15068494
20264,0.02739726
20265,0.05479452
20266,0.06849315
20267,0.05479452
20268,0.0
20269,0.10958904
20270,0.02739726
20271,0.02739726
20272,0.06849315
20273,0.02739726
20274,0.02739726
20275,0.02739726
20276,0.05479452
20277,0.02739726
20278,0.0
20279,0.05479452
20280,0.02739726
20281,0.02739726
20282,0.06849315
20283,0.02739726
20284,0.02739726
20285,0.10958904
20286,0.02739726
20287,0.02739726
20288,0.02739726
20289,0.05479452
20290,0.05479452
20291,0.06849315
20292,0.06849315
20293,0.02739726
20294,0.05479452
20295,0.02739726
20296,0.02739726
20297,0.02739726
20298,0.06849315
20299,0.02739726
20300,0.02739726
20301,0.05479452
20302,0.10958904
20303,0.10958904
20304,0.02739726
20305,0.05479452
20306,0.05479452
20307,0.31506848
20308,0.02739726
20309,0.02739726
20310,0.02739726
20311,0.02739726
20312,0.05479452
20313,0.02739726
20314,0.04109589
20315,0.02739726
20316,0.02739726
20317,0.02739726
20318,0.02739726
20319,0.0
20320,0.0
20321,0.06849315
20322,0.02739726
20323,0.0
20324,0.02739726
20325,0.02739726
20326,0.05479452
20327,0.02739726
20328,0.06849315
20329,0.19178082
20330,0.09589041
20331,0.06849315
20332,0.06849315
20333,0.02739726
20334,0.05479452
20335,0.05479452
20336,0.12328767
20337,0.12328767
20338,0.02739726
20339,0.02739726
20340,0.0
20341,0.02739726
20342,0.02739726
20343,0.02739726
20344,0.19178082
20345,0.02739726
20346,0.02739726
20347,0.05479452
20348,0.02739726
20349,0.05479452
20350,0.05479452
20351,0.02739726
20352,0.02739726
20353,0.02739726
20354,0.0
20355,0.02739726
20356,0.19178082
20357,0.02739726
20358,0.05479452
20359,0.04109589
20360,0.06849315
20361,0.0
20362,0.02739726
20363,0.02739726
20364,0.04109589
20365,0.10958904
20366,0.02739726
20367,0.02739726
20368,0.0
20369,0.02739726
20370,0.19178082
20371,0.06849315
20372,0.02739726
20373,0.02739726
20374,0.06849315
20375,0.02739726
20376,0.02739726
20377,0.09589041
20378,0.02739726
20379,0.05479452
20380,0.09589041
20381,0.15068494
20382,0.06849315
20383,0.02739726
20384,0.02739726
20385,0.02739726
20386,0.02739726
20387,0.02739726
20388,0.10958904
20389,0.02739726
20390,0.09589041
20391,0.02739726
20392,0.10958904
20393,0.02739726
20394,0.10958904
20395,0.02739726
20396,0.02739726
20397,0.02739726
20398,0.02739726
20399,0.05479452
20400,0.02739726
20401,0.12328767
20402,0.12328767
20403,0.02739726
20404,0.10958904
20405,0.02739726
20406,0.02739726
20407,0.02739726
20408,0.02739726
20409,0.02739726
20410,0.02739726
20411,0.02739726
20412,0.02739726
20413,0.02739726
20414,0.06849315
20415,0.05479452
20416,0.05479452
20417,0.05479452
20418,0.02739726
20419,0.02739726
20420,0.02739726
20421,0.02739726
20422,0.02739726
20423,0.0
20424,0.09589041
20425,0.02739726
20426,0.02739726
20427,0.02739726
20428,0.02739726
20429,0.02739726
20430,0.04109589
20431,0.02739726
20432,0.19178082
20433,0.02739726
20434,0.05479452
20435,0.02739726
20436,0.02739726
20437,0.0
20438,0.05479452
20439,0.06849315
20440,0.02739726
20441,0.02739726
20442,0.09589041
20443,0.02739726
20444,0.02739726
20445,0.16438356
20446,0.02739726
20447,0.05479452
20448,0.02739726
20449,0.06849315
20450,0.06849315
20451,0.02739726
20452,0.04109589
20453,0.06849315
20454,0.05479452
20455,0.02739726
20456,0.12328767
20457,0.02739726
20458,0.04109589
20459,0.10958904
20460,0.06849315
20461,0.15068494
20462,0.09589041
20463,0.12328767
20464,0.0
20465,0.06849315
20466,0.10958904
20467,0.23287672
20468,0.02739726
20469,0.10958904
20470,0.06849315
20471,0.02739726
20472,0.0
20473,0.02739726
20474,0.02739726
20475,0.02739726
20476,0.0
20477,0.0
20478,0.0
20479,0.02739726
20480,0.06849315
20481,0.1369863
20482,0.02739726
20483,0.09589041
20484,0.02739726
20485,0.05479452
20486,0.05479452
20487,0.06849315
20488,0.06849315
20489,0.02739726
20490,0.01369863
20491,0.0
20492,0.02739726
20493,0.0
20494,0.01369863
20495,0.06849315
20496,0.06849315
20497,0.02739726
20498,0.02739726
20499,0.02739726
20500,0.04109589
20501,0.02739726
20502,0.06849315
20503,0.02739726
20504,0.02739726
20505,0.02739726
20506,0.02739726
20507,0.02739726
20508,0.02739726
20509,0.02739726
20510,0.02739726
20511,0.05479452
20512,0.06849315
20513,0.02739726
20514,0.02739726
20515,0.05479452
20516,0.02739726
20517,0.02739726
20518,0.02739726
20519,0.19178082
20520,0.05479452
20521,0.06849315
20522,0.06849315
20523,0.06849315
20524,0.02739726
20525,0.02739726
20526,0.02739726
20527,0.04109589
20528,0.02739726
20529,0.02739726
20530,0.15068494
20531,0.06849315
20532,0.05479452
20533,0.02739726
20534,0.06849315
20535,0.02739726
20536,0.06849315
20537,0.02739726
20538,0.02739726
20539,0.06849315
20540,0.10958904
20541,0.10958904
20542,0.05479452
20543,0.02739726
20544,0.02739726
20545,0.16438356
20546,0.05479452
20547,0.0
20548,0.02739726
20549,0.02739726
20550,0.05479452
20551,0.02739726
20552,0.02739726
20553,0.12328767
20554,0.02739726
20555,0.02739726
20556,0.02739726
20557,0.0
20558,0.02739726
20559,0.06849315
20560,0.02739726
20561,0.02739726
20562,0.02739726
20563,0.28767124
20564,0.05479452
20565,0.02739726
20566,0.06849315
20567,0.05479452
20568,0.05479452
20569,0.0
20570,0.09589041
20571,0.05479452
20572,0.02739726
20573,0.06849315
20574,0.0
20575,0.02739726
20576,0.02739726
20577,0.06849315
20578,0.05479452
20579,0.02739726
20580,0.05479452
20581,0.05479452
20582,0.20547946
20583,0.05479452
20584,0.02739726
20585,0.06849315
20586,0.06849315
20587,0.09589041
20588,0.06849315
20589,0.06849315
20590,0.05479452
20591,0.05479452
20592,0.02739726
20593,0.02739726
20594,0.10958904
20595,0.02739726
20596,0.02739726
20597,0.02739726
20598,0.06849315
20599,0.02739726
20600,0.05479452
20601,0.02739726
20602,0.02739726
20603,0.02739726
20604,0.02739726
20605,0.0
20606,0.0
20607,0.02739726
20608,0.05479452
20609,0.05479452
20610,0.05479452
20611,0.02739726
20612,0.02739726
20613,0.02739726
20614,0.02739726
20615,0.02739726
20616,0.05479452
20617,0.02739726
20618,0.09589041
20619,0.02739726
20620,0.09589041
20621,0.06849315
20622,0.02739726
20623,0.05479452
20624,0.02739726
20625,0.1369863
20626,0.09589041
20627,0.0
20628,0.06849315
20629,0.09589041
20630,0.02739726
20631,0.02739726
20632,0.02739726
20633,0.05479452
20634,0.02739726
20635,0.02739726
20636,0.05479452
20637,0.02739726
20638,0.05479452
20639,0.05479452
20640,0.02739726
20641,0.0
20642,0.24657534
20643,0.0
20644,0.02739726
20645,0.06849315
20646,0.05479452
20647,0.0
20648,0.05479452
20649,0.12328767
20650,0.02739726
20651,0.09589041
20652,0.05479452
20653,0.02739726
20654,0.05479452
20655,0.06849315
20656,0.0
20657,0.02739726
20658,0.05479452
20659,0.0
20660,0.15068494
20661,0.06849315
20662,0.02739726
20663,0.02739726
20664,0.02739726
20665,0.02739726
20666,0.02739726
20667,0.06849315
20668,0.02739726
20669,0.02739726
20670,0.05479452
20671,0.02739726
20672,0.02739726
20673,0.0
20674,0.02739726
20675,0.02739726
20676,0.02739726
20677,0.02739726
20678,0.05479452
20679,0.06849315
20680,0.02739726
20681,0.26027396
20682,0.15068494
20683,0.05479452
20684,0.15068494
20685,0.02739726
20686,0.04109589
20687,0.08219178
20688,0.05479452
20689,0.02739726
20690,0.10958904
20691,0.15068494
20692,0.05479452
20693,0.10958904
20694,0.05479452
20695,0.05479452
20696,0.0
20697,0.10958904
20698,0.10958904
20699,0.10958904
20700,0.02739726
20701,0.0
20702,0.05479452
20703,0.02739726
20704,0.06849315
20705,0.0
20706,0.3561644
20707,0.04109589
20708,0.06849315
20709,0.06849315
20710,0.0
20711,0.06849315
20712,0.06849315
20713,0.0
20714,0.0
20715,0.09589041
20716,0.02739726
20717,0.02739726
20718,0.06849315
20719,0.0
20720,0.02739726
20721,0.1369863
20722,0.06849315
20723,0.02739726
20724,0.02739726
20725,0.05479452
20726,0.34246576
20727,0.02739726
20728,0.02739726
20729,0.02739726
20730,0.02739726
20731,0.05479452
20732,0.0
20733,0.02739726
20734,0.06849315
20735,0.19178082
20736,0.05479452
20737,0.0
20738,0.05479452
20739,0.02739726
20740,0.06849315
20741,0.02739726
20742,0.0
20743,0.02739726
20744,0.05479452
20745,0.04109589
20746,0.06849315
20747,0.02739726
20748,0.02739726
20749,0.02739726
20750,0.02739726
20751,0.05479452
20752,0.0
20753,0.02739726
20754,0.0
20755,0.02739726
20756,0.06849315
20757,0.05479452
20758,0.02739726
20759,0.05479452
20760,0.10958904
20761,0.16438356
20762,0.02739726
20763,0.05479452
20764,0.09589041
20765,0.02739726
20766,0.02739726
20767,0.10958904
20768,0.05479452
20769,0.05479452
20770,0.1369863
20771,0.12328767
20772,0.02739726
20773,0.02739726
20774,0.02739726
20775,0.06849315
20776,0.02739726
20777,0.02739726
20778,0.05479452
20779,0.02739726
20780,0.01369863
20781,0.02739726
20782,0.02739726
20783,0.02739726
20784,0.05479452
20785,0.02739726
20786,0.02739726
20787,0.02739726
20788,0.02739726
20789,0.05479452
20790,0.15068494
20791,0.0
20792,0.04109589
20793,0.02739726
20794,0.02739726
20795,0.0
20796,0.02739726
20797,0.05479452
20798,0.02739726
20799,0.02739726
20800,0.02739726
20801,0.02739726
20802,0.02739726
20803,0.0
20804,0.06849315
20805,0.0
20806,0.06849315
20807,0.0
20808,0.0
20809,0.02739726
20810,0.06849315
20811,0.02739726
20812,0.02739726
20813,0.1369863
20814,0.05479452
20815,0.05479452
20816,0.16438356
20817,0.1369863
20818,0.12328767
20819,0.06849315
20820,0.02739726
20821,0.05479452
20822,0.06849315
20823,0.04109589
20824,0.02739726
20825,0.02739726
20826,0.06849315
20827,0.02739726
20828,0.1369863
20829,0.05479452
20830,0.02739726
20831,0.16438356
20832,0.05479452
20833,0.05479452
20834,0.05479452
20835,0.02739726
20836,0.02739726
20837,0.02739726
20838,0.02739726
20839,0.09589041
20840,0.02739726
20841,0.02739726
20842,0.05479452
20843,0.02739726
20844,0.02739726
20845,0.15068494
20846,0.02739726
20847,0.06849315
20848,0.0
20849,0.10958904
20850,0.05479452
20851,0.02739726
20852,0.10958904
20853,0.05479452
20854,0.09589041
20855,0.0
20856,0.02739726
20857,0.02739726
20858,0.06849315
20859,0.10958904
20860,0.02739726
20861,0.02739726
20862,0.05479452
20863,0.10958904
20864,0.10958904
20865,0.02739726
20866,0.02739726
20867,0.02739726
20868,0.05479452
20869,0.02739726
20870,0.05479452
20871,0.02739726
20872,0.06849315
20873,0.02739726
20874,0.02739726
20875,0.0
20876,0.02739726
20877,0.02739726
20878,0.02739726
20879,0.02739726
20880,0.02739726
20881,0.02739726
20882,0.02739726
20883,0.02739726
20884,0.02739726
20885,0.05479452
20886,0.02739726
20887,0.02739726
20888,0.01369863
20889,0.05479452
20890,0.05479452
20891,0.02739726
20892,0.0
20893,0.10958904
20894,0.05479452
20895,0.09589041
20896,0.05479452
20897,0.06849315
20898,0.02739726
20899,0.02739726
20900,0.02739726
20901,0.05479452
20902,0.02739726
20903,0.05479452
20904,0.02739726
20905,0.09589041
20906,0.02739726
20907,0.0
20908,0.02739726
20909,0.0
20910,0.05479452
20911,0.02739726
20912,0.02739726
20913,0.02739726
20914,0.05479452
20915,0.02739726
20916,0.01369863
20917,0.09589041
20918,0.02739726
20919,0.0
20920,0.06849315
